 Word  Gold Label  Predicted Label
  never           0                0
   pass           0                0
     by           0                0
      a           0                0
  robot           3                0
    but           0                0
      i           0                0
   need           0                0
    you           0                0
     to           0                0
  bring           0                0
    the           0                0
    bag           1                0
     on           0                0
    the           0                0
  table           2                0
     to           0                0
    the           0                0
cabinet           1                2
--------------------------------------------------
  Word  Gold Label  Predicted Label
   you           0                0
   can           0                0
either           0                0
    go           0                0
    as           0                0
 close           0                0
    as           0                0
   you           0                0
   can           0                0
    to           0                0
   the           0                0
  sink           1                0
    or           0                0
   the           0                0
 plant           1                0
   pot           1                0
   but           0                0
 don't           0                0
    go           0                0
  near           0                0
   the           0                0
yellow           3                0
 robot           3                2
--------------------------------------------------
     Word  Gold Label  Predicted Label
    visit           0                0
    these           0                0
   things           0                0
       in           0                0
      the           0                0
following           0                0
    order           0                0
      the           0                0
microwave           1                0
     then           0                0
      the           0                0
    black           1                0
    chair           1                0
       in           0                0
    front           0                0
       of           0                0
      the           0                0
   yellow           2                0
    robot           2                0
     then           0                0
      the           0                0
   fridge           1                0
      but           0                0
   before           0                0
    doing           0                0
      any           0                0
       of           0                0
     this           0                0
       go           0                0
       to           0                0
      the           0                0
    robot           2                2
--------------------------------------------------
  Word  Gold Label  Predicted Label
   you           0                0
   can           0                0
either           0                0
    go           0                0
    as           0                0
 close           0                0
    as           0                0
   you           0                0
   can           0                0
    to           0                0
   the           0                0
  sink           1                0
    or           0                0
   the           0                0
 plant           1                0
  pots           0                0
   but           0                0
 don't           0                0
    go           0                0
  near           0                0
   the           0                0
yellow           3                0
robots           0                2
--------------------------------------------------
     Word  Gold Label  Predicted Label
    visit           0                0
    these           0                0
   things           0                0
       in           0                0
      the           0                0
following           0                0
    order           0                0
      the           0                0
microwave           1                0
     then           0                0
      the           0                0
    black           1                0
    chair           1                0
       in           0                0
    front           0                0
       of           0                0
      the           0                0
   yellow           2                0
    robot           2                0
     then           0                0
      the           0                0
   fridge           1                0
      but           0                0
   before           0                0
    doing           0                0
      any           0                0
       of           0                0
     this           0                0
       go           0                0
       to           0                0
      the           0                0
    robot           2                2
--------------------------------------------------
   Word  Gold Label  Predicted Label
    you           0                0
    can           0                0
 either           0                0
     go           0                0
     as           0                0
  close           0                0
     as           0                0
    you           0                0
    can           0                0
     to           0                0
    the           0                0
   sink           1                0
     or           0                0
    the           0                0
plant's           0                0
    pot           1                0
    but           0                0
  don't           0                0
     go           0                0
   near           0                0
    the           0                0
 yellow           3                0
  robot           3                2
--------------------------------------------------
      Word  Gold Label  Predicted Label
     there           0                0
        is           0                0
         a           0                0
   cabinet           3                0
         a           0                0
television           1                0
       and           0                0
         a           0                0
      tree           1                0
        in           0                0
      this           0                0
      room           0                0
         i           0                0
      want           0                0
       you           0                0
        to           0                0
        go           0                0
        to           0                0
       the           0                0
      last           0                0
      item           0                0
         i           0                0
 mentioned           0                0
      then           0                0
      pass           0                0
        by           0                0
       the           0                0
    second           0                0
      item           0                0
       but           0                0
     don't           0                0
        go           0                0
     close           0                0
        to           0                0
       the           0                0
     first           0                0
      when           0                0
       you           0                0
       are           0                0
     going           0                0
        to           0                0
       the           0                0
    second           0                0
      item           0                2
--------------------------------------------------
     Word  Gold Label  Predicted Label
    visit           0                0
    these           0                0
   things           0                0
       in           0                0
      the           0                0
following           0                0
    order           0                0
      the           0                0
microwave           1                0
     then           0                0
      the           0                0
    black           1                0
    chair           1                0
       in           0                0
    front           0                0
       of           0                0
      the           0                0
   yellow           2                0
    robot           2                0
     then           0                0
      the           0                0
   fridge           1                0
      but           0                0
   before           0                0
    doing           0                0
      any           0                0
       of           0                0
     this           0                0
       go           0                0
       to           0                0
      the           0                0
    robot           2                2
--------------------------------------------------
   Word  Gold Label  Predicted Label
      i           0                0
  never           0                0
   pass           0                0
     by           0                0
      a           0                0
  robot           3                0
    but           0                0
      i           0                0
   need           0                0
    you           0                0
     to           0                0
  bring           0                0
    the           0                0
    bag           1                0
     on           0                0
    the           0                0
  table           2                0
     to           0                0
    the           0                0
cabinet           1                2
--------------------------------------------------
    Word  Gold Label  Predicted Label
      go           0                0
      to           0                0
     the           0                1
cabinets           0                0
 between           0                0
     the           0                0
    blue           1                0
    sofa           1                0
     and           0                0
     the           0                0
   brown           1                0
     box           1                2
--------------------------------------------------
   Word  Gold Label  Predicted Label
  never           0                0
   pass           0                0
     by           0                0
      a           0                0
  robot           3                0
    but           0                0
      i           0                0
   need           0                0
    you           0                0
     to           0                0
  bring           0                0
    the           0                0
    bag           1                0
     on           0                0
    the           0                0
  table           2                0
     to           0                0
    the           0                0
cabinet           1                2
--------------------------------------------------
   Word  Gold Label  Predicted Label
     go           0                0
     to           0                0
    the           0                1
cabinet           1                1
between           0                0
    the           0                0
   blue           1                0
   sofa           1                0
    and           0                0
    the           0                0
  brown           1                0
    box           1                2
--------------------------------------------------
      Word  Gold Label  Predicted Label
     there           0                0
        is           0                0
         a           0                0
   cabinet           3                0
         a           0                0
television           1                0
       and           0                0
         a           0                0
      tree           1                0
        in           0                0
      this           0                0
      room           0                0
         i           0                0
      want           0                0
       you           0                0
        to           0                0
        go           0                0
        to           0                0
       the           0                0
      last           0                0
      item           0                0
         i           0                0
 mentioned           0                0
      then           0                0
      pass           0                0
        by           0                0
       the           0                0
    second           0                0
      item           0                0
       but           0                0
     don't           0                0
        go           0                0
     close           0                0
        to           0                0
       the           0                0
     first           0                0
      item           0                0
      when           0                0
       you           0                0
       are           0                0
     going           0                0
        to           0                0
       the           0                0
    second           0                0
      item           0                2
--------------------------------------------------
   Word  Gold Label  Predicted Label
     go           0                0
     to           0                0
    the           0                0
    cup           0                1
   nest           0                0
between           0                0
    the           0                0
   blue           1                0
   sofa           1                0
    and           0                0
    the           0                0
  brown           1                0
    box           1                2
--------------------------------------------------
   Word  Gold Label  Predicted Label
    you           0                0
    can           0                0
 either           0                0
     go           0                0
     as           0                0
  close           0                0
     as           0                0
    you           0                0
    can           0                0
     to           0                0
    the           0                0
   sink           1                0
     or           0                0
    the           0                0
plant's           0                0
    pot           1                0
    but           0                0
  don't           0                0
     go           0                0
   near           0                0
    the           0                0
 yellow           3                0
  robot           3                2
--------------------------------------------------
  Word  Gold Label  Predicted Label
   you           0                0
   can           0                0
either           0                0
    go           0                0
    as           0                0
 close           0                0
    as           0                0
   you           0                0
   can           0                0
    to           0                0
   the           0                0
  sink           1                0
    or           0                0
   the           0                0
 plant           1                0
   pot           1                0
   but           0                0
 don't           0                0
    go           0                0
  near           0                0
   the           0                0
yellow           3                0
 robot           3                2
--------------------------------------------------
   Word  Gold Label  Predicted Label
  never           0                0
   pass           0                0
     by           0                0
      a           0                0
  robot           3                0
    but           0                0
      i           0                0
   need           0                0
    you           0                0
     to           0                0
  bring           0                0
    the           0                0
    bag           1                0
     on           0                0
    the           0                0
  table           2                0
     to           0                0
    the           0                0
cabinet           1                2
--------------------------------------------------
     Word  Gold Label  Predicted Label
    visit           0                0
    these           0                0
   things           0                0
       in           0                0
      the           0                0
following           0                0
    order           0                0
      the           0                0
microwave           1                0
     then           0                0
      the           0                0
    black           1                0
    chair           1                0
       in           0                0
    front           0                0
       of           0                0
      the           0                0
   yellow           2                0
    robot           2                0
     then           0                0
      the           0                0
   fridge           1                0
      but           0                0
   before           0                0
    doing           0                0
      any           0                0
       of           0                0
     this           0                0
       go           0                0
       to           0                0
      the           0                0
    robot           2                2
--------------------------------------------------
   Word  Gold Label  Predicted Label
     go           0                0
     to           0                0
    the           0                1
cabinet           1                1
between           0                0
    the           0                0
   blue           1                0
   sofa           1                0
    and           0                0
    the           0                0
  brown           1                0
    box           1                2
--------------------------------------------------
